City_ID,Country,Date,Latitude,Longitude,Cloudiness,Humidity,Max Temp,Wind Speed
245,SR,1584214811,5.95,-56.98,5,78,80.55,16.49
246,BR,1584214811,-8.01,-34.86,75,66,86.0,10.29
247,VU,1584214700,-19.55,169.27,75,78,82.4,12.75
248,CA,1584214735,58.81,-122.7,20,42,8.6,6.93
249,PH,1584214812,9.19,117.81,66,91,72.63,3.29
250,CO,1584214667,6.34,-75.56,75,54,78.8,5.82
251,NZ,1584214812,-44.7,169.15,100,74,46.99,5.44
252,RU,1584214812,50.3,87.73,67,80,9.99,7.31
253,LV,1584214812,57.65,25.75,39,80,26.01,1.01
254,RU,1584214481,71.69,128.87,0,78,-16.87,7.47
255,IN,1584214813,16.78,80.3,0,86,72.41,4.27
256,IN,1584214813,20.53,73.18,32,18,68.27,6.35
257,CA,1584214813,48.11,-69.02,100,78,20.57,23.02
258,US,1584214813,41.37,-73.41,1,34,55.4,9.17
259,WS,1584214813,-13.87,-171.6,73,80,81.45,13.33
260,CA,1584214604,49.17,-57.43,90,74,35.6,12.75
261,CL,1584214813,-39.81,-73.25,0,40,71.6,10.29
262,MN,1584214814,49.98,92.07,68,99,-3.19,1.12
263,PT,1584214643,32.67,-17.1,75,67,60.8,11.41
264,CU,1584214814,20.35,-74.5,5,75,77.67,11.34
265,CL,1584214531,-41.87,-73.82,24,59,60.8,6.93
266,MZ,1584214814,-19.84,34.84,20,88,77.0,5.82
267,JP,1584214815,35.73,140.83,96,100,33.8,2.24
268,AZ,1584214815,40.51,46.83,75,71,57.2,11.41
269,GM,1584214815,13.35,-15.75,2,12,87.21,12.8
270,CA,1584214815,51.26,-80.61,1,56,15.8,17.22
271,GL,1584214421,60.72,-46.03,75,67,23.0,3.36
272,CN,1584214815,27.72,109.19,56,68,51.53,0.96
273,NP,1584214816,27.37,87.2,1,72,38.57,5.5
274,RU,1584214816,57.82,114.0,100,96,4.41,2.8
275,BB,1584214753,13.22,-59.52,75,78,78.8,18.34
276,IS,1584214570,64.89,-23.71,63,70,26.19,12.1
277,CL,1584214664,-37.62,-73.65,0,55,62.73,13.42
278,RU,1584214816,54.43,31.9,35,62,25.47,14.58
279,BR,1584214816,-12.19,-43.22,100,74,76.41,2.04
280,CL,1584214816,-23.65,-70.4,20,68,69.8,14.99
281,UY,1584214817,-33.7,-53.46,60,86,74.07,16.78
282,BR,1584214817,-3.38,-57.72,100,97,77.13,3.83
283,GL,1584214647,69.22,-51.1,75,77,3.2,11.41
284,RU,1584214817,61.01,35.48,85,85,25.29,17.54
285,CA,1584214817,50.58,-111.89,100,83,3.99,8.99
286,ZA,1584214817,-34.0,24.73,42,93,62.19,7.58
287,RU,1584214501,60.38,92.63,100,88,26.87,14.09
288,GR,1584214818,39.92,21.8,100,70,57.99,2.24
289,AU,1584214591,-42.88,147.33,75,81,52.0,5.82
290,AU,1584214818,-38.33,143.58,11,98,53.01,4.0
291,PT,1584214818,33.08,-16.33,75,67,60.8,14.99
292,AU,1584214818,-28.77,114.6,40,88,73.4,10.29
293,AR,1584214818,-51.62,-69.22,100,39,64.4,18.34
294,IN,1584214818,25.4,88.52,100,80,64.89,5.68
295,ID,1584214819,-7.38,108.21,97,96,70.83,1.43
296,AO,1584214427,-8.84,13.23,75,78,82.4,10.29
297,AU,1584214730,-24.87,113.63,75,83,77.0,10.29
298,CM,1584214819,12.08,15.03,0,11,78.8,5.82
299,SO,1584214743,5.35,48.53,10,79,80.01,14.94
300,CA,1584214819,54.78,-127.17,5,28,14.0,2.24
301,TR,1584214819,41.25,31.83,37,94,43.83,2.15
302,GF,1584214820,5.48,-53.2,65,75,80.33,14.14
303,ID,1584214525,-0.03,109.33,100,98,73.85,2.3
304,OM,1584214820,17.02,54.09,75,61,77.0,5.82
305,RU,1584214820,54.56,100.58,100,95,28.31,4.07
306,EG,1584214820,25.29,32.55,0,57,62.55,7.83
307,YE,1584214821,13.17,44.58,0,69,73.17,7.56
308,LY,1584214821,31.76,25.09,98,90,60.75,7.87
309,BR,1584214487,-14.41,-56.45,98,77,84.65,2.04
310,JP,1584214821,33.28,134.15,0,68,35.19,4.0
311,US,1584214242,36.62,-121.92,40,55,60.8,12.75
312,MR,1584214821,16.65,-14.96,68,15,93.2,6.93
313,CN,1584214779,39.14,117.18,0,23,51.01,4.47
314,UA,1584214822,51.7,30.66,22,55,30.51,14.29
315,US,1584214822,33.13,-107.25,1,31,62.01,5.82
316,CA,1584214822,51.23,-58.65,99,77,29.93,18.05
317,RU,1584214822,69.42,30.81,55,72,10.4,21.92
318,CN,1584214649,42.8,93.45,60,31,35.91,4.12
319,RU,1584214823,50.52,115.13,0,61,12.11,4.5
320,US,1584214823,42.16,-72.33,90,39,53.01,21.92
321,NI,1584214823,13.93,-84.4,67,92,75.51,4.12
322,EG,1584214727,31.26,32.28,0,88,64.4,8.05
323,FR,1584214823,46.67,-1.43,90,81,51.8,4.7
324,UA,1584214611,52.04,33.95,100,72,27.41,20.76
325,BB,1584214823,13.07,-59.53,75,78,78.8,18.34
326,RU,1584214727,59.38,143.3,100,87,0.99,5.95
327,CL,1584214824,-45.58,-72.07,75,48,60.8,6.93
328,PG,1584214626,-2.02,147.27,100,77,83.93,11.32
329,CN,1584214824,36.72,117.5,0,27,52.0,3.53
330,NO,1584214824,70.03,20.97,100,77,25.65,21.36
331,LY,1584214601,32.12,20.07,0,72,62.51,1.95
332,US,1584214781,38.42,-121.42,75,93,55.99,13.87
333,GF,1584214825,5.66,-53.78,84,67,80.73,6.58
334,CA,1584214825,48.55,-71.33,75,62,24.01,32.21
335,RU,1584214825,56.8,124.8,95,100,-22.77,1.59
336,JP,1584214825,36.3,139.98,20,92,42.01,1.12
337,RU,1584214825,52.98,116.92,0,89,-1.17,1.99
338,ID,1584214825,4.14,96.13,100,73,83.43,7.02
339,ES,1584214826,43.48,-8.24,20,87,54.0,4.7
340,NA,1584214826,-20.58,17.43,100,51,75.11,3.31
341,BR,1584214826,-18.59,-39.73,1,78,80.37,11.88
342,UA,1584214826,49.11,28.68,29,66,35.01,9.69
343,RU,1584214826,54.34,101.5,100,96,30.83,5.06
344,JM,1584214826,17.89,-77.59,3,56,81.45,3.51
345,AO,1584214826,-8.19,15.38,100,96,66.11,2.3
346,SA,1584214827,18.39,42.45,5,87,60.8,11.41
347,CL,1584214827,-33.73,-70.75,0,30,86.0,5.82
348,JP,1584214827,33.73,135.98,0,73,43.97,12.84
349,ES,1584214827,37.28,-6.84,0,75,61.0,1.99
350,SL,1584214827,7.53,-12.51,89,82,81.27,10.11
351,AR,1584214523,-43.3,-65.1,0,66,61.07,13.24
352,GH,1584214758,4.87,-2.24,100,86,79.25,4.92
353,BR,1584214828,-9.67,-35.74,40,66,84.2,13.87
354,JP,1584214828,39.27,141.88,0,77,31.37,5.95
355,US,1584214575,42.25,-75.83,1,55,46.0,11.41
356,KZ,1584214828,42.43,68.8,0,61,48.2,6.71
357,PE,1584214828,-4.67,-73.52,95,78,83.61,4.97
358,RU,1584214695,66.77,123.37,100,95,-5.85,21.77
359,CL,1584214829,-25.4,-70.48,0,68,69.03,7.58
360,MG,1584214829,-22.13,48.02,28,92,75.15,7.25
361,LY,1584214829,26.59,12.78,0,18,64.31,8.97
362,AU,1584214829,-35.57,138.62,0,62,54.0,6.93
363,RU,1584214829,58.84,125.49,88,95,-13.27,4.03
364,BO,1584214830,-19.8,-63.22,20,25,98.6,11.41
365,BR,1584214830,-9.56,-48.4,100,91,75.51,0.96
366,RU,1584214518,69.49,88.4,75,96,32.0,22.37
367,MX,1584214830,15.43,-92.9,20,45,90.09,8.61
368,ID,1584214632,-3.42,114.85,100,93,72.81,1.32
369,AU,1584214830,-33.42,149.58,0,83,46.99,7.74
370,AR,1584214830,-36.31,-57.68,35,24,81.63,11.92
371,UY,1584214831,-34.48,-54.33,52,75,76.41,5.75
372,PL,1584214831,54.54,17.75,0,68,33.01,3.36
373,CR,1584214831,9.84,-83.87,20,51,86.0,18.34
374,CA,1584214602,63.75,-68.51,5,62,-16.01,16.11
375,IS,1584214831,63.44,-20.27,63,70,28.49,18.05
376,ID,1584214831,-6.53,110.7,100,67,84.33,2.39
377,AR,1584214700,-34.65,-58.62,90,100,73.4,6.93
378,US,1584214832,40.97,-117.74,75,20,57.2,24.16
379,TH,1584214832,15.85,103.38,100,65,77.85,15.9
380,CL,1584214832,-38.7,-73.17,0,40,71.6,11.41
381,NZ,1584214740,-45.42,167.72,100,69,51.03,2.48
